id,Ground,location,Also knows as,Established,Named After,Capacity,End Names,Flood Lights,Home Teams,Other Sports,Pitch,Curator,Current Local Time,Playing area
ODI # 3135,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 3134,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 3133,https://www.espncricinfo.com/cricket-grounds/eden-gardens-kolkata-57980, Kolkata,,1864,,"66,000","High Court End, Pavilion End",Yes,,,Grass,Probir Mukherjee,"16:15, Sat Nov 23, 2024",
ODI # 3132,https://www.espncricinfo.com/cricket-grounds/pallekele-international-cricket-stadium-434211,"Pallekele,  Kandy",,2009,,"35,000","Hunnasgiriya End, Rikillagaskada End",Yes installed in 2010,,,Grass,Asitha Wijesinghe,"16:17, Sat Nov 23, 2024","80 m long, 75 m wide"
ODI # 3131,https://www.espncricinfo.com/cricket-grounds/zahur-ahmed-chowdhury-stadium-chattogram-56658, Chattogram,"Chittagong Divisional Stadium, Bir Shrestha Shahid Ruhul Amin Stadium, Chattogram",,,"22,000","Isphani End, UCB End","Yes, Installed in 2011","Bangladesh, Chittagong Division",,Grass,,"16:47, Sat Nov 23, 2024",
ODI # 3130,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 3129,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324, Mumbai,,1974,,"32,000","Garware Pavilion End, Tata End",Yes,Mumbai,,Grass,,"16:15, Sat Nov 23, 2024",
ODI # 3128,https://www.espncricinfo.com/cricket-grounds/vidarbha-cricket-association-stadium-jamtha-nagpur-375326, Nagpur,,,,"45,000","North End, South End",,,,,,"16:17, Sat Nov 23, 2024",
ODI # 3127,https://www.espncricinfo.com/cricket-grounds/zahur-ahmed-chowdhury-stadium-chattogram-56658, Chattogram,"Chittagong Divisional Stadium, Bir Shrestha Shahid Ruhul Amin Stadium, Chattogram",,,"22,000","Isphani End, UCB End","Yes, Installed in 2011","Bangladesh, Chittagong Division",,Grass,,"16:47, Sat Nov 23, 2024",
ODI # 3126,https://www.espncricinfo.com/cricket-grounds/i-s-bindra-punjab-cricket-association-stadium-57991,"Mohali,  Mohali","Punjab C.A. Stadium, Mohali",1993,,,"Pavilion End, City End",Yes,Punjab,,Grass,Daljit Singh,"16:16, Sat Nov 23, 2024",
ODI # 3125,https://www.espncricinfo.com/cricket-grounds/pallekele-international-cricket-stadium-434211,"Pallekele,  Kandy",,2009,,"35,000","Hunnasgiriya End, Rikillagaskada End",Yes installed in 2010,,,Grass,Asitha Wijesinghe,"16:17, Sat Nov 23, 2024","80 m long, 75 m wide"
ODI # 3124,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 3123,https://www.espncricinfo.com/cricket-grounds/pallekele-international-cricket-stadium-434211,"Pallekele,  Kandy",,2009,,"35,000","Hunnasgiriya End, Rikillagaskada End",Yes installed in 2010,,,Grass,Asitha Wijesinghe,"16:17, Sat Nov 23, 2024","80 m long, 75 m wide"
ODI # 3122,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 3121,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 3120,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 3119,https://www.espncricinfo.com/cricket-grounds/r-premadasa-stadium-khettarama-colombo-59306,"Khettarama,  Colombo",Khettarama Stadium (until June 1994),1986,Former Sri Lanka president Ranasinghe Premadasa,"35,000","Khettarama End, Maligawatte End",Yes,Sri Lanka,,Grass,,"16:17, Sat Nov 23, 2024",
ODI # 3118,https://www.espncricinfo.com/cricket-grounds/shere-bangla-national-stadium-mirpur-dhaka-236761,"Mirpur,  Dhaka",,2006,AK Fazlul Haque,"25,000","Ispahani End, Aqua Paints End",Yes,,Football,Grass,,"16:47, Sat Nov 23, 2024",
ODI # 3117,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
ODI # 3116,https://www.espncricinfo.com/cricket-grounds/r-premadasa-stadium-khettarama-colombo-59306,"Khettarama,  Colombo",Khettarama Stadium (until June 1994),1986,Former Sri Lanka president Ranasinghe Premadasa,"35,000","Khettarama End, Maligawatte End",Yes,Sri Lanka,,Grass,,"16:17, Sat Nov 23, 2024",
ODI # 3115,https://www.espncricinfo.com/cricket-grounds/i-s-bindra-punjab-cricket-association-stadium-57991,"Mohali,  Mohali","Punjab C.A. Stadium, Mohali",1993,,,"Pavilion End, City End",Yes,Punjab,,Grass,Daljit Singh,"16:16, Sat Nov 23, 2024",
ODI # 3114,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 3113,https://www.espncricinfo.com/cricket-grounds/r-premadasa-stadium-khettarama-colombo-59306,"Khettarama,  Colombo",Khettarama Stadium (until June 1994),1986,Former Sri Lanka president Ranasinghe Premadasa,"35,000","Khettarama End, Maligawatte End",Yes,Sri Lanka,,Grass,,"16:17, Sat Nov 23, 2024",
ODI # 3112,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 3111,https://www.espncricinfo.com/cricket-grounds/vidarbha-cricket-association-stadium-jamtha-nagpur-375326, Nagpur,,,,"45,000","North End, South End",,,,,,"16:17, Sat Nov 23, 2024",
ODI # 3110,https://www.espncricinfo.com/cricket-grounds/m-chinnaswamy-stadium-bengaluru-57897, Bengaluru,"Karnataka State Cricket Association Stadium, Chinnaswamy Stadium",1969,,"40,000","Pavilion End, BEML End",Yes,Karnataka,,,Narayan Raju,"16:16, Sat Nov 23, 2024",
ODI # 3109,https://www.espncricinfo.com/cricket-grounds/r-premadasa-stadium-khettarama-colombo-59306,"Khettarama,  Colombo",Khettarama Stadium (until June 1994),1986,Former Sri Lanka president Ranasinghe Premadasa,"35,000","Khettarama End, Maligawatte End",Yes,Sri Lanka,,Grass,,"16:17, Sat Nov 23, 2024",
ODI # 3108,https://www.espncricinfo.com/cricket-grounds/shere-bangla-national-stadium-mirpur-dhaka-236761,"Mirpur,  Dhaka",,2006,AK Fazlul Haque,"25,000","Ispahani End, Aqua Paints End",Yes,,Football,Grass,,"16:47, Sat Nov 23, 2024",
ODI # 3107,https://www.espncricinfo.com/cricket-grounds/vidarbha-cricket-association-stadium-jamtha-nagpur-375326, Nagpur,,,,"45,000","North End, South End",,,,,,"16:17, Sat Nov 23, 2024",
ODI # 3106,https://www.espncricinfo.com/cricket-grounds/arun-jaitley-stadium-delhi-58040, Delhi,"Feroz Shah Kotla, Willingdon Pavilion",1883,,"55,000","Stadium End, Pavilion End",,Delhi,,,,"16:16, Sat Nov 23, 2024",
ODI # 3105,https://www.espncricinfo.com/cricket-grounds/mahinda-rajapaksa-international-cricket-stadium-sooriyawewa-hambantota-434210, Hambantota,,2009,,35000,"Thanamalwila End, Sooriyawewa End",Yes installed in 2010,,,Grass,Ravi Dissanayake,"16:18, Sat Nov 23, 2024","100 m long, 100 m wide"
ODI # 3104,https://www.espncricinfo.com/cricket-grounds/vidarbha-cricket-association-stadium-jamtha-nagpur-375326, Nagpur,,,,"45,000","North End, South End",,,,,,"16:17, Sat Nov 23, 2024",
ODI # 3103,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851,"Motera,  Ahmedabad","Gujarat Stadium, Sardar Patel Stadium",1982,,"132,000","Adani Pavilion End, Jio End",Yes,Gujarat,,,Bagira Thakur,"16:15, Sat Nov 23, 2024",
ODI # 3102,https://www.espncricinfo.com/cricket-grounds/mahinda-rajapaksa-international-cricket-stadium-sooriyawewa-hambantota-434210, Hambantota,,2009,,35000,"Thanamalwila End, Sooriyawewa End",Yes installed in 2010,,,Grass,Ravi Dissanayake,"16:18, Sat Nov 23, 2024","100 m long, 100 m wide"
ODI # 3101,https://www.espncricinfo.com/cricket-grounds/ma-chidambaram-stadium-chepauk-chennai-58008,"Chepauk,  Chennai",Chepauk; Madras Cricket Club Ground,,"The President of BCCI, and also the President of the TNCA","38,000","Anna Pavilion End, V Pattabhiraman Gate End",Since the 1996 World Cup,Tamil Nadu,,Grass,,"16:16, Sat Nov 23, 2024",
ODI # 3100,https://www.espncricinfo.com/cricket-grounds/shere-bangla-national-stadium-mirpur-dhaka-236761,"Mirpur,  Dhaka",,2006,AK Fazlul Haque,"25,000","Ispahani End, Aqua Paints End",Yes,,Football,Grass,,"16:47, Sat Nov 23, 2024",
ODI # 3646,https://www.espncricinfo.com/cricket-grounds/melbourne-cricket-ground-56441,"Jolimont,  Melbourne",MCG,1853,,"90,000","Members End, Great Southern Stand End",Since March 1985,"Australia, Victoria","Australian Rules Football, Soccer, Rugby Union, Rugby League, Lawn Bowls, Squash",Grass,David Sandurski,"21:46, Sat Nov 23, 2024","172.9 m long, 147.8 m wide"
ODI # 3645,https://www.espncricinfo.com/cricket-grounds/sydney-cricket-ground-56544,"Moore Park,  Sydney","SCG; Sydney Cricket Ground No. 1; Garrison Ground (1848-1877), Association Ground;",1848,,"44,002","Paddington End, Randwick End",Yes,,Australian Rules Football (Sydney Swans),Grass,Tom Parker,"21:46, Sat Nov 23, 2024","156 m long, 154 m wide"
ODI # 3644,https://www.espncricinfo.com/cricket-grounds/eden-park-auckland-58792, Auckland,Eden Park No. 1,1900,,"41,000","Broadcasting End, Terraces End",Yes,Auckland,Rugby,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3643,https://www.espncricinfo.com/cricket-grounds/sky-stadium-wellington-58899, Wellington,"WestpacTrust Stadium, WestpacStadium",1999,,"33,500","Scoreboard End, City End",1999,Wellington,"Rugby (Wellington Hurricanes, Wellington Lions)",Grass,,"23:48, Sat Nov 23, 2024",
ODI # 3642,https://www.espncricinfo.com/cricket-grounds/adelaide-oval-56293,"North Adelaide,  Adelaide",,1873,,"50,000","City End, Cathedral End",Yes,South Australia,"Australian Rules Football (since 1877), Rugby League (1997-1998) as well as archery, athletics, baseball, cycling, american football, highland games, hockey, lacrosse, lawn tennis, rugby union, quoits and soccer",Grass,Les Burdett,"21:15, Sat Nov 23, 2024","190.2 m long, 126.2 m wide"
ODI # 3641,https://www.espncricinfo.com/cricket-grounds/melbourne-cricket-ground-56441,"Jolimont,  Melbourne",MCG,1853,,"90,000","Members End, Great Southern Stand End",Since March 1985,"Australia, Victoria","Australian Rules Football, Soccer, Rugby Union, Rugby League, Lawn Bowls, Squash",Grass,David Sandurski,"21:46, Sat Nov 23, 2024","172.9 m long, 147.8 m wide"
ODI # 3640,https://www.espncricinfo.com/cricket-grounds/sydney-cricket-ground-56544,"Moore Park,  Sydney","SCG; Sydney Cricket Ground No. 1; Garrison Ground (1848-1877), Association Ground;",1848,,"44,002","Paddington End, Randwick End",Yes,,Australian Rules Football (Sydney Swans),Grass,Tom Parker,"21:46, Sat Nov 23, 2024","156 m long, 154 m wide"
ODI # 3639,https://www.espncricinfo.com/cricket-grounds/adelaide-oval-56293,"North Adelaide,  Adelaide",,1873,,"50,000","City End, Cathedral End",Yes,South Australia,"Australian Rules Football (since 1877), Rugby League (1997-1998) as well as archery, athletics, baseball, cycling, american football, highland games, hockey, lacrosse, lawn tennis, rugby union, quoits and soccer",Grass,Les Burdett,"21:15, Sat Nov 23, 2024","190.2 m long, 126.2 m wide"
ODI # 3638,https://www.espncricinfo.com/cricket-grounds/mclean-park-napier-58857, Napier,,1952,,"10,500","Centennial Stand End, Embankment End",Yes,Central Districts,,Grass,,"23:46, Sat Nov 23, 2024",
ODI # 3637,https://www.espncricinfo.com/cricket-grounds/bellerive-oval-hobart-56407,"Bellerive,  Hobart",Blundstone Arena,1914,,"15,000","Church Street End, River End","Yes, 2009",Tasmania,"Australian Rules (Clarence 'Roos [SFL], Tasmanian Devils [VFL])",Grass,Marcus Pamplin,"21:46, Sat Nov 23, 2024","175 m long, 135.5 m wide"
ODI # 3636,https://www.espncricinfo.com/cricket-grounds/eden-park-auckland-58792, Auckland,Eden Park No. 1,1900,,"41,000","Broadcasting End, Terraces End",Yes,Auckland,Rugby,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3635,https://www.espncricinfo.com/cricket-grounds/sydney-cricket-ground-56544,"Moore Park,  Sydney","SCG; Sydney Cricket Ground No. 1; Garrison Ground (1848-1877), Association Ground;",1848,,"44,002","Paddington End, Randwick End",Yes,,Australian Rules Football (Sydney Swans),Grass,Tom Parker,"21:46, Sat Nov 23, 2024","156 m long, 154 m wide"
ODI # 3634,https://www.espncricinfo.com/cricket-grounds/seddon-park-hamilton-58831, Hamilton,Trust Bank Park; WestpacTrust Park;Westpac Park,1950,,"10,000","Members End, City End",Yes,Northern Districts,,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3633,https://www.espncricinfo.com/cricket-grounds/sky-stadium-wellington-58899, Wellington,"WestpacTrust Stadium, WestpacStadium",1999,,"33,500","Scoreboard End, City End",1999,Wellington,"Rugby (Wellington Hurricanes, Wellington Lions)",Grass,,"23:48, Sat Nov 23, 2024",
ODI # 3632,https://www.espncricinfo.com/cricket-grounds/bellerive-oval-hobart-56407,"Bellerive,  Hobart",Blundstone Arena,1914,,"15,000","Church Street End, River End","Yes, 2009",Tasmania,"Australian Rules (Clarence 'Roos [SFL], Tasmanian Devils [VFL])",Grass,Marcus Pamplin,"21:46, Sat Nov 23, 2024","175 m long, 135.5 m wide"
ODI # 3631,https://www.espncricinfo.com/cricket-grounds/seddon-park-hamilton-58831, Hamilton,Trust Bank Park; WestpacTrust Park;Westpac Park,1950,,"10,000","Members End, City End",Yes,Northern Districts,,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3630,https://www.espncricinfo.com/cricket-grounds/adelaide-oval-56293,"North Adelaide,  Adelaide",,1873,,"50,000","City End, Cathedral End",Yes,South Australia,"Australian Rules Football (since 1877), Rugby League (1997-1998) as well as archery, athletics, baseball, cycling, american football, highland games, hockey, lacrosse, lawn tennis, rugby union, quoits and soccer",Grass,Les Burdett,"21:15, Sat Nov 23, 2024","190.2 m long, 126.2 m wide"
ODI # 3629,https://www.espncricinfo.com/cricket-grounds/sydney-cricket-ground-56544,"Moore Park,  Sydney","SCG; Sydney Cricket Ground No. 1; Garrison Ground (1848-1877), Association Ground;",1848,,"44,002","Paddington End, Randwick End",Yes,,Australian Rules Football (Sydney Swans),Grass,Tom Parker,"21:46, Sat Nov 23, 2024","156 m long, 154 m wide"
ODI # 3628,https://www.espncricinfo.com/cricket-grounds/mclean-park-napier-58857, Napier,,1952,,"10,500","Centennial Stand End, Embankment End",Yes,Central Districts,,Grass,,"23:46, Sat Nov 23, 2024",
ODI # 3627,https://www.espncricinfo.com/cricket-grounds/bellerive-oval-hobart-56407,"Bellerive,  Hobart",Blundstone Arena,1914,,"15,000","Church Street End, River End","Yes, 2009",Tasmania,"Australian Rules (Clarence 'Roos [SFL], Tasmanian Devils [VFL])",Grass,Marcus Pamplin,"21:46, Sat Nov 23, 2024","175 m long, 135.5 m wide"
ODI # 3626,https://www.espncricinfo.com/cricket-grounds/eden-park-auckland-58792, Auckland,Eden Park No. 1,1900,,"41,000","Broadcasting End, Terraces End",Yes,Auckland,Rugby,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3625,https://www.espncricinfo.com/cricket-grounds/w-a-c-a-ground-perth-56490,"East Perth,  Perth",Western Australia Cricket Association Ground,1893,"Western Australian Cricket Association, owners of the ground","18,000","Members End, Prindiville Stand End","Yes, since 1986","Western Australia, Western Australia Women","Australian Rules Football, Rugby League, Rugby Union, Soccer, Baseball",Grass,Matt Page,"18:46, Sat Nov 23, 2024","149 m long, 139 m wide"
ODI # 3624,https://www.espncricinfo.com/cricket-grounds/saxton-oval-nelson-424917, Nelson,,2009,,"6,000","Town End, Richmond End",No,,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3623,https://www.espncricinfo.com/cricket-grounds/w-a-c-a-ground-perth-56490,"East Perth,  Perth",Western Australia Cricket Association Ground,1893,"Western Australian Cricket Association, owners of the ground","18,000","Members End, Prindiville Stand End","Yes, since 1986","Western Australia, Western Australia Women","Australian Rules Football, Rugby League, Rugby Union, Soccer, Baseball",Grass,Matt Page,"18:46, Sat Nov 23, 2024","149 m long, 139 m wide"
ODI # 3622,https://www.espncricinfo.com/cricket-grounds/mclean-park-napier-58857, Napier,,1952,,"10,500","Centennial Stand End, Embankment End",Yes,Central Districts,,Grass,,"23:46, Sat Nov 23, 2024",
ODI # 3621,https://www.espncricinfo.com/cricket-grounds/manuka-oval-canberra-56370,"Manuka,  Canberra",,1929,,"12,000","Pool End, Mall End","Yes, Installed in 2012","Australian Capital Territory, Prime Minister's XI",Australian Rules Football,,Brad van Dam,"21:46, Sat Nov 23, 2024","179 m long, 150 m wide"
ODI # 3620,https://www.espncricinfo.com/cricket-grounds/brisbane-cricket-ground-woolloongabba-brisbane-56336,"Woolloongabba,  Brisbane",,1895,,"37,000","Stanley Street End, Vulture Street End",Yes,Queensland,"Australian Rules Football (Brisbane Lions), Rugby Union, Athletics, Baseball, Cycling, Greyhound Racing, Pony Racing, Rugby League, Soccer",Grass,Kevin Mitchell jnr,"20:46, Sat Nov 23, 2024","170.6 m long, 149.9 m wide"
ODI # 3619,https://www.espncricinfo.com/cricket-grounds/sky-stadium-wellington-58899, Wellington,"WestpacTrust Stadium, WestpacStadium",1999,,"33,500","Scoreboard End, City End",1999,Wellington,"Rugby (Wellington Hurricanes, Wellington Lions)",Grass,,"23:48, Sat Nov 23, 2024",
ODI # 3618,https://www.espncricinfo.com/cricket-grounds/w-a-c-a-ground-perth-56490,"East Perth,  Perth",Western Australia Cricket Association Ground,1893,"Western Australian Cricket Association, owners of the ground","18,000","Members End, Prindiville Stand End","Yes, since 1986","Western Australia, Western Australia Women","Australian Rules Football, Rugby League, Rugby Union, Soccer, Baseball",Grass,Matt Page,"18:46, Sat Nov 23, 2024","149 m long, 139 m wide"
ODI # 3617,https://www.espncricinfo.com/cricket-grounds/eden-park-auckland-58792, Auckland,Eden Park No. 1,1900,,"41,000","Broadcasting End, Terraces End",Yes,Auckland,Rugby,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3616,https://www.espncricinfo.com/cricket-grounds/sydney-cricket-ground-56544,"Moore Park,  Sydney","SCG; Sydney Cricket Ground No. 1; Garrison Ground (1848-1877), Association Ground;",1848,,"44,002","Paddington End, Randwick End",Yes,,Australian Rules Football (Sydney Swans),Grass,Tom Parker,"21:46, Sat Nov 23, 2024","156 m long, 154 m wide"
ODI # 3615,https://www.espncricinfo.com/cricket-grounds/melbourne-cricket-ground-56441,"Jolimont,  Melbourne",MCG,1853,,"90,000","Members End, Great Southern Stand End",Since March 1985,"Australia, Victoria","Australian Rules Football, Soccer, Rugby Union, Rugby League, Lawn Bowls, Squash",Grass,David Sandurski,"21:46, Sat Nov 23, 2024","172.9 m long, 147.8 m wide"
ODI # 3614,https://www.espncricinfo.com/cricket-grounds/university-oval-dunedin-58827, Dunedin,,1920,,"4,500","Southern End, Northern End",No,Otago,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3613,https://www.espncricinfo.com/cricket-grounds/brisbane-cricket-ground-woolloongabba-brisbane-56336,"Woolloongabba,  Brisbane",,1895,,"37,000","Stanley Street End, Vulture Street End",Yes,Queensland,"Australian Rules Football (Brisbane Lions), Rugby Union, Athletics, Baseball, Cycling, Greyhound Racing, Pony Racing, Rugby League, Soccer",Grass,Kevin Mitchell jnr,"20:46, Sat Nov 23, 2024","170.6 m long, 149.9 m wide"
ODI # 3612,https://www.espncricinfo.com/cricket-grounds/manuka-oval-canberra-56370,"Manuka,  Canberra",,1929,,"12,000","Pool End, Mall End","Yes, Installed in 2012","Australian Capital Territory, Prime Minister's XI",Australian Rules Football,,Brad van Dam,"21:46, Sat Nov 23, 2024","179 m long, 150 m wide"
ODI # 3611,https://www.espncricinfo.com/cricket-grounds/hagley-oval-christchurch-58810, Christchurch,Hagley Park New,1851,,"18,000","Port Hills End, City End",No,Canterbury,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3610,https://www.espncricinfo.com/cricket-grounds/melbourne-cricket-ground-56441,"Jolimont,  Melbourne",MCG,1853,,"90,000","Members End, Great Southern Stand End",Since March 1985,"Australia, Victoria","Australian Rules Football, Soccer, Rugby Union, Rugby League, Lawn Bowls, Squash",Grass,David Sandurski,"21:46, Sat Nov 23, 2024","172.9 m long, 147.8 m wide"
ODI # 3609,https://www.espncricinfo.com/cricket-grounds/university-oval-dunedin-58827, Dunedin,,1920,,"4,500","Southern End, Northern End",No,Otago,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3608,https://www.espncricinfo.com/cricket-grounds/hagley-oval-christchurch-58810, Christchurch,Hagley Park New,1851,,"18,000","Port Hills End, City End",No,Canterbury,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3607,https://www.espncricinfo.com/cricket-grounds/sky-stadium-wellington-58899, Wellington,"WestpacTrust Stadium, WestpacStadium",1999,,"33,500","Scoreboard End, City End",1999,Wellington,"Rugby (Wellington Hurricanes, Wellington Lions)",Grass,,"23:48, Sat Nov 23, 2024",
ODI # 3606,https://www.espncricinfo.com/cricket-grounds/saxton-oval-nelson-424917, Nelson,,2009,,"6,000","Town End, Richmond End",No,,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3605,https://www.espncricinfo.com/cricket-grounds/manuka-oval-canberra-56370,"Manuka,  Canberra",,1929,,"12,000","Pool End, Mall End","Yes, Installed in 2012","Australian Capital Territory, Prime Minister's XI",Australian Rules Football,,Brad van Dam,"21:46, Sat Nov 23, 2024","179 m long, 150 m wide"
ODI # 3604,https://www.espncricinfo.com/cricket-grounds/university-oval-dunedin-58827, Dunedin,,1920,,"4,500","Southern End, Northern End",No,Otago,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3603,https://www.espncricinfo.com/cricket-grounds/saxton-oval-nelson-424917, Nelson,,2009,,"6,000","Town End, Richmond End",No,,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 3602,https://www.espncricinfo.com/cricket-grounds/adelaide-oval-56293,"North Adelaide,  Adelaide",,1873,,"50,000","City End, Cathedral End",Yes,South Australia,"Australian Rules Football (since 1877), Rugby League (1997-1998) as well as archery, athletics, baseball, cycling, american football, highland games, hockey, lacrosse, lawn tennis, rugby union, quoits and soccer",Grass,Les Burdett,"21:15, Sat Nov 23, 2024","190.2 m long, 126.2 m wide"
ODI # 3601,https://www.espncricinfo.com/cricket-grounds/seddon-park-hamilton-58831, Hamilton,Trust Bank Park; WestpacTrust Park;Westpac Park,1950,,"10,000","Members End, City End",Yes,Northern Districts,,grass,,"23:46, Sat Nov 23, 2024",
ODI # 3600,https://www.espncricinfo.com/cricket-grounds/melbourne-cricket-ground-56441,"Jolimont,  Melbourne",MCG,1853,,"90,000","Members End, Great Southern Stand End",Since March 1985,"Australia, Victoria","Australian Rules Football, Soccer, Rugby Union, Rugby League, Lawn Bowls, Squash",Grass,David Sandurski,"21:46, Sat Nov 23, 2024","172.9 m long, 147.8 m wide"
ODI # 3599,https://www.espncricinfo.com/cricket-grounds/hagley-oval-christchurch-58810, Christchurch,Hagley Park New,1851,,"18,000","Port Hills End, City End",No,Canterbury,,grass,,"23:48, Sat Nov 23, 2024",
ODI # 4192,https://www.espncricinfo.com/cricket-grounds/lord-s-london-57129,"St John's Wood Road,  London",Lord's Cricket Ground,1814,Thomas Lord,30000,"Pavilion End, Nursery End","Yes, 2009","Marylebone Cricket Club, Middlesex","Lacrosse, Hockey, Archery (2012 Olympics)",Grass,Mick Hunt,"10:45, Sat Nov 23, 2024",
ODI # 4191,https://www.espncricinfo.com/cricket-grounds/edgbaston-birmingham-56788, Birmingham,,1882,,"24,803","Birmingham End (previously City End), Pavilion End","Yes, Installed in 2011","England, Warwickshire",,Grass,Gary Barwell,"10:45, Sat Nov 23, 2024",
ODI # 4190,https://www.espncricinfo.com/cricket-grounds/old-trafford-manchester-57160,"Stretford,  Manchester",Emirates Old Trafford,1857,,19000,"James Anderson End, Brian Statham End","Yes, Installed in 2011",Lancashire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4188,https://www.espncricinfo.com/cricket-grounds/old-trafford-manchester-57160,"Stretford,  Manchester",Emirates Old Trafford,1857,,19000,"James Anderson End, Brian Statham End","Yes, Installed in 2011",Lancashire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4187,https://www.espncricinfo.com/cricket-grounds/headingley-leeds-57092, Leeds,Headingley Grounds,1890,,17000,"Kirkstall Lane End, Football Stand End","Yes, Installed in 2015",Yorkshire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4186,https://www.espncricinfo.com/cricket-grounds/lord-s-london-57129,"St John's Wood Road,  London",Lord's Cricket Ground,1814,Thomas Lord,30000,"Pavilion End, Nursery End","Yes, 2009","Marylebone Cricket Club, Middlesex","Lacrosse, Hockey, Archery (2012 Olympics)",Grass,Mick Hunt,"10:45, Sat Nov 23, 2024",
ODI # 4184,https://www.espncricinfo.com/cricket-grounds/headingley-leeds-57092, Leeds,Headingley Grounds,1890,,17000,"Kirkstall Lane End, Football Stand End","Yes, Installed in 2015",Yorkshire,,Grass,,"10:45, Sat Nov 23, 2024",
ODI # 4183,https://www.espncricinfo.com/cricket-grounds/riverside-ground-chester-le-street-56901, Chester-le-Street,Emirates Durham International Cricket Ground,1995,,5000 (17000 for internationals),"Finchale End, Lumley End","Yes, Installed in 2015",Durham,,Grass,,"10:46, Sat Nov 23, 2024",
ODI # 4182,https://www.espncricinfo.com/cricket-grounds/edgbaston-birmingham-56788, Birmingham,,1882,,"24,803","Birmingham End (previously City End), Pavilion End","Yes, Installed in 2011","England, Warwickshire",,Grass,Gary Barwell,"10:45, Sat Nov 23, 2024",
